userid,gender,age,agegroup,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,longitude,latitude,country,district,province,city
user-drc-8210336-480,Male,27,20 - 29,Electricity,Health clinic,Neutral,School,Electricity,Health clinic,Electricity,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5819067-3,Male,46,40 - 49,Health clinic,Electricity,Neutral,Health clinic,Water,Roads,School,Less than once a month,Yes,Once a year,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-9846918-26,Male,39,30 - 39,Water,Health clinic,Dissatisfied,School,Sanitation,,Electricity,Daily,No,Never,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-1162424-1827,Male,25,20 - 29,Water,Water,Neutral,Electricity,Roads,Health clinic,Health clinic,Daily,No,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4729464-212,Male,43,40 - 49,Roads,Electricity,Neutral,Roads,Water,Water,Health clinic,Less than once a month,No,Once a week,25.95,-2.95,Democratic Republic of Congo,Mikelenge,Maniema,Kindu
user-drc-8767455-1341,Male,62,50+,School,Electricity,Dissatisfied,School,Roads,Electricity,Electricity,Daily,Yes,Once a week,28.33354,-9.285745,Democratic Republic of Congo,Haut-Katanga,Katanga,Kilwa
user-drc-4711920-380,Female,21,20 - 29,,School,Dissatisfied,Water,School,Water,Water,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8489556-478,Male,18,10 - 19,School,Electricity,Neutral,School,School,Health clinic,Sanitation,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8557777-1445,Male,42,40 - 49,Health clinic,Health clinic,Dissatisfied,School,Water,Electricity,Sanitation,Once a week,No,Once a month,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-2301537-136,Female,21,20 - 29,School,School,Neutral,Sanitation,Electricity,Roads,Sanitation,Daily,No,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2595510-1824,Male,18,10 - 19,School,School,Neutral,School,School,School,School,Daily,Yes,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-7322086-1724,Male,30,30 - 39,Sanitation,Sanitation,Neutral,School,,Health clinic,School,Daily,No,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2410788-148,Female,25,20 - 29,Health clinic,Health clinic,Dissatisfied,Health clinic,Electricity,Roads,Health clinic,Daily,Yes,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-8937908-1475,Male,41,40 - 49,Roads,Electricity,Neutral,Sanitation,Electricity,Roads,Electricity,Once a week,No,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-3325882-839,Female,36,30 - 39,Water,Roads,Dissatisfied,Water,Electricity,Roads,,Daily,Yes,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8366578-354,Male,27,20 - 29,Electricity,Health clinic,Dissatisfied,Water,Electricity,Electricity,Sanitation,Daily,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-2677881-619,Male,20,20 - 29,School,School,Neutral,School,School,Roads,School,Daily,Yes,,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-8105258-65,Male,34,30 - 39,Roads,Health clinic,Neutral,School,Electricity,Roads,School,Daily,Yes,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6225582-1343,Male,40,40 - 49,Electricity,Health clinic,Neutral,Electricity,Water,Health clinic,Health clinic,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8444405-658,Male,31,30 - 39,Health clinic,Sanitation,Dissatisfied,Electricity,Health clinic,Health clinic,Health clinic,Once a week,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5158732-1838,Male,39,30 - 39,School,School,Neutral,Water,Roads,Roads,School,Daily,Yes,Never,26.04139,-3.073093,Democratic Republic of Congo,,Maniema,
user-drc-8516957-506,Male,50,50+,,Electricity,Dissatisfied,Water,Roads,Roads,Electricity,Daily,No,Once a week,17.3856,-3.315234,Democratic Republic of Congo,Kwilu,Bandundu,Bandundu
user-drc-1282937-1650,Male,25,20 - 29,Health clinic,Health clinic,Neutral,Health clinic,Roads,School,School,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5935081-1275,Female,20,20 - 29,School,Electricity,Dissatisfied,Electricity,Roads,Electricity,School,Daily,No,Once a week,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-4969758-1787,Male,22,20 - 29,Roads,Electricity,Satisfied,Health clinic,Health clinic,Health clinic,Health clinic,Daily,No,,27.60828,2.772236,Democratic Republic of Congo,Haut-Uele,Oriental,Isiro
user-drc-7913678-828,Female,38,30 - 39,School,Health clinic,Neutral,School,Sanitation,Roads,Roads,,Yes,Once a year,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-1578344-122,Male,33,30 - 39,Health clinic,Sanitation,Dissatisfied,Health clinic,Health clinic,Health clinic,Health clinic,Daily,Yes,Once a week,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-8226477-451,Male,26,20 - 29,Electricity,Roads,Neutral,Health clinic,Health clinic,Water,Water,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1192819-1057,Male,26,20 - 29,Health clinic,Health clinic,Dissatisfied,Health clinic,Electricity,Health clinic,Electricity,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5864858-1168,Male,37,30 - 39,School,Electricity,Dissatisfied,Water,Electricity,Electricity,School,Less than once a month,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4328968-1413,Male,28,20 - 29,School,School,Satisfied,School,Sanitation,Electricity,Electricity,Once a week,No,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-1616962-1079,Male,39,30 - 39,Roads,Roads,Dissatisfied,Water,Health clinic,Health clinic,Water,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1353670-1142,Male,43,40 - 49,Roads,,Neutral,Health clinic,Sanitation,Sanitation,Sanitation,Daily,Yes,Once a month,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-6671000-394,Female,18,10 - 19,School,Health clinic,Neutral,School,Roads,School,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3614644-757,Male,19,10 - 19,School,Electricity,Satisfied,School,Health clinic,Electricity,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4943512-1467,Female,21,20 - 29,Health clinic,Health clinic,Satisfied,Health clinic,Water,Health clinic,Health clinic,Less than once a month,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6254050-1702,Male,26,20 - 29,School,Electricity,,School,Health clinic,Health clinic,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8184095-1212,Male,17,10 - 19,Electricity,Electricity,Neutral,School,School,School,School,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5389729-1107,Male,39,30 - 39,School,School,Dissatisfied,Roads,Sanitation,Roads,School,Daily,Yes,Never,30.98853,2.308052,Democratic Republic of Congo,Ituri,Oriental,Mahagi
user-drc-6922288-1293,Female,43,40 - 49,Health clinic,Health clinic,Dissatisfied,Roads,Electricity,Electricity,Electricity,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2139530-1532,Female,18,10 - 19,School,School,Neutral,School,School,School,School,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1460151-736,Male,40,40 - 49,Electricity,Electricity,Satisfied,Roads,Electricity,Health clinic,Health clinic,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7818524-950,Male,30,30 - 39,Roads,Roads,Neutral,Water,Electricity,Roads,Electricity,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8222027-883,Male,37,30 - 39,Sanitation,Water,Dissatisfied,Roads,Electricity,Electricity,Water,Daily,No,Once a week,13.4708,-5.817362,Democratic Republic of Congo,Cataractes,Bas Congo,Matadi
user-drc-9733718-1473,Male,26,20 - 29,Roads,Roads,Dissatisfied,Health clinic,Health clinic,Health clinic,Health clinic,Daily,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-4449571-111,Male,34,30 - 39,School,Health clinic,Neutral,Roads,Water,Water,School,Less than once a month,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5482807-318,Female,25,20 - 29,Water,Electricity,Neutral,Sanitation,School,Roads,Health clinic,Daily,No,Never,25.19615,0.519285,Democratic Republic of Congo,Tshopo,Oriental,Kisangani
user-drc-2352393-540,Male,17,10 - 19,School,Health clinic,Neutral,School,Roads,School,Water,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5473557-601,Female,49,40 - 49,Health clinic,Roads,Neutral,School,Roads,Health clinic,Water,Once a week,Yes,Never,30.25,1.566667,Democratic Republic of Congo,Ituri,Oriental,Bunia
user-drc-6214687-1025,Female,32,30 - 39,Sanitation,Sanitation,Neutral,Roads,School,School,Health clinic,Daily,Yes,Once a month,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-9295549-73,Female,19,10 - 19,School,Roads,Satisfied,Roads,School,School,Water,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4353806-1373,Female,25,20 - 29,Roads,Health clinic,,School,Water,Water,Roads,Daily,No,Once a week,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-3085453-998,Male,20,20 - 29,Sanitation,Sanitation,Neutral,Water,Health clinic,Health clinic,Health clinic,Once a week,No,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-2916714-207,Male,37,30 - 39,School,School,Neutral,School,School,School,School,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1531259-332,Male,50,50+,Electricity,Electricity,Satisfied,Water,Sanitation,Roads,School,Daily,Yes,Once a year,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-3421691-150,Male,34,30 - 39,Roads,Sanitation,Dissatisfied,Health clinic,Electricity,Sanitation,Sanitation,Daily,No,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8376722-102,Male,17,10 - 19,,School,Neutral,Electricity,Electricity,Health clinic,School,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1587549-909,Male,28,20 - 29,School,Roads,Satisfied,Electricity,Water,Electricity,School,Daily,Yes,,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3921371-1119,Male,50,50+,Roads,Health clinic,Neutral,Health clinic,Electricity,Electricity,School,Daily,Yes,Once a month,25.46667,-10.71667,Democratic Republic of Congo,Kolwezi,Katanga,Kolwezi
user-drc-6190385-1426,Male,48,40 - 49,Water,Health clinic,Dissatisfied,School,School,School,Sanitation,Daily,Yes,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-3458192-1007,Male,29,20 - 29,Roads,,Neutral,Water,Water,Water,Water,Daily,No,Once a year,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-5015844-1459,Male,52,50+,School,School,Dissatisfied,Health clinic,Health clinic,Roads,School,Less than once a month,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1001995-383,Male,21,20 - 29,Roads,School,Neutral,School,Electricity,Electricity,Water,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9450611-508,Male,40,40 - 49,School,Electricity,Dissatisfied,Sanitation,Electricity,Electricity,Electricity,Once a week,No,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-2682337-208,Female,24,20 - 29,School,School,Dissatisfied,School,School,Health clinic,Electricity,Once a week,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5424903-910,Male,45,40 - 49,Roads,Water,Dissatisfied,Health clinic,Health clinic,Roads,School,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1445681-1577,Male,18,10 - 19,School,Health clinic,Satisfied,School,School,Health clinic,Electricity,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4810165-769,Male,29,20 - 29,Roads,Health clinic,Neutral,Roads,Water,Water,School,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1804609-1611,Male,40,40 - 49,Sanitation,Sanitation,Dissatisfied,Roads,Roads,Roads,Roads,Less than once a month,No,Never,29.35698,2.943877,Democratic Republic of Congo,Haut-Uele,Oriental,Moku
user-drc-1638181-1244,Male,41,40 - 49,Water,Health clinic,Satisfied,School,Roads,Roads,Health clinic,Daily,No,Never,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-8642224-1109,Male,22,20 - 29,Roads,Roads,Satisfied,Roads,Roads,Roads,Roads,Daily,No,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7617295-489,Male,21,20 - 29,School,Electricity,Dissatisfied,School,Electricity,Electricity,Electricity,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-9553101-1104,Male,36,30 - 39,Electricity,Electricity,Satisfied,School,Electricity,School,Roads,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-9976886-1793,Male,24,20 - 29,School,School,Dissatisfied,School,Health clinic,Water,Water,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6981021-868,Female,34,30 - 39,Roads,Roads,Dissatisfied,School,Roads,Sanitation,School,Daily,No,Once a year,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1689546-938,Male,33,30 - 39,School,School,Dissatisfied,Water,Sanitation,Electricity,School,Daily,No,,30.25,1.566667,Democratic Republic of Congo,Ituri,Oriental,Bunia
user-drc-5279832-1484,Male,39,30 - 39,School,Health clinic,Dissatisfied,School,Roads,Roads,Sanitation,Less than once a month,No,Never,26.28952,-2.714926,Democratic Republic of Congo,Kalima,Maniema,Kalima
user-drc-9483873-897,Male,20,20 - 29,School,School,Neutral,School,Electricity,Electricity,Electricity,Daily,Yes,Once a month,26.04139,-3.073093,Democratic Republic of Congo,,Maniema,
user-drc-3799094-730,,30,30 - 39,School,Electricity,Satisfied,School,Electricity,Health clinic,Health clinic,Once a week,No,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2190335-1499,Male,48,40 - 49,Health clinic,School,Dissatisfied,School,Roads,School,School,Daily,Yes,Once a year,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-7054950-374,Male,30,30 - 39,Roads,School,Dissatisfied,Water,Roads,Roads,Roads,Daily,Yes,Once a week,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-2052884-988,Male,29,20 - 29,Water,Electricity,Dissatisfied,School,Electricity,Electricity,Electricity,Once a week,Yes,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-7369562-1427,Female,22,20 - 29,Water,Roads,Dissatisfied,Water,Electricity,Health clinic,Health clinic,Daily,No,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1370284-670,Male,41,40 - 49,Roads,Health clinic,Dissatisfied,Roads,Roads,Roads,Roads,Daily,No,Once a week,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-5729429-949,Male,43,40 - 49,Roads,School,Dissatisfied,Roads,Electricity,Electricity,Electricity,Daily,No,Never,26.73333,-10.98333,Democratic Republic of Congo,Haut-Katanga,Katanga,Likasi
user-drc-9560828-1708,Male,24,20 - 29,Roads,Sanitation,Satisfied,School,School,Water,School,Daily,Yes,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4901808-1750,Male,45,40 - 49,School,Electricity,Dissatisfied,School,Water,Water,Water,Less than once a month,Yes,Never,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-3965498-300,Male,26,20 - 29,,Water,Dissatisfied,Roads,Sanitation,Roads,Sanitation,Once a week,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8970593-1005,Male,47,40 - 49,School,Health clinic,Satisfied,School,Water,Roads,Electricity,Once a week,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3803200-63,Male,21,20 - 29,School,Electricity,Dissatisfied,Water,,Sanitation,School,Daily,No,Never,29.28737,0.127752,Democratic Republic of Congo,Butembo 1,Nord Kivu,Butembo
user-drc-9947791-608,Male,18,10 - 19,Sanitation,Sanitation,Dissatisfied,Health clinic,Roads,Health clinic,Electricity,Once a week,No,Once a year,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-5488106-513,Male,27,20 - 29,Health clinic,Sanitation,Neutral,Roads,Sanitation,Water,Sanitation,Less than once a month,No,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5968747-1420,Female,40,40 - 49,Water,Water,Neutral,School,Electricity,Sanitation,School,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7339533-1641,Male,16,10 - 19,Electricity,School,Neutral,School,Sanitation,School,School,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5688280-711,Male,40,40 - 49,School,Health clinic,Neutral,Roads,Water,Water,Water,Once a week,Yes,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-3968662-1339,Male,29,20 - 29,Health clinic,Health clinic,Neutral,Health clinic,Health clinic,Health clinic,Health clinic,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6295976-1332,Female,36,30 - 39,Sanitation,Sanitation,Dissatisfied,Sanitation,Sanitation,Health clinic,School,Daily,Yes,Once a month,12.35,-5.933333,Democratic Republic of Congo,Market,Bas Congo,Muanda
user-drc-3669581-1410,Male,23,20 - 29,Electricity,Health clinic,Neutral,Water,Sanitation,Electricity,Electricity,Once a week,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1408813-1692,Male,14,10 - 19,School,School,Satisfied,School,School,School,School,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-7886928-430,Male,20,20 - 29,School,School,Satisfied,School,,Electricity,School,Once a week,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-9098551-1669,Male,16,10 - 19,Electricity,Roads,Neutral,School,Electricity,Water,Electricity,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
